datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-09-14,579.67,582.91,573.5552,576.79,184932.0,1631577600,0
2021-09-15,576.79,585.79,576.02,580.98,158173.0,1631664000,0
2021-09-16,578.6,588.15,577.84,584.76,167318.0,1631750400,0
2021-09-17,583.48,584.02,567.165,569.15,393565.0,1631836800,0
2021-09-20,559.76,561.69,545.25,551.9,364508.0,1632096000,0
2021-09-21,555.44,556.988,542.03,543.0,310649.0,1632182400,0
2021-09-22,543.14,551.99,540.94,547.58,368349.0,1632268800,0
2021-09-23,555.43,560.88,550.78,553.46,412370.0,1632355200,0
2021-09-24,548.82,560.92,548.82,559.48,285723.0,1632441600,0
2021-09-27,556.0,558.905,546.09,548.58,196245.0,1632700800,0
2021-09-28,542.6,543.0,528.43,531.18,234296.0,1632787200,0
2021-09-29,533.5,535.5,523.08,525.67,331922.0,1632873600,0
2021-09-30,530.51,532.66,514.99,515.42,370948.0,1632960000,0
2021-10-01,517.62,517.62,507.425,510.98,534564.0,1633046400,0
2021-10-04,509.04,510.43,498.81,502.32,288361.0,1633305600,0
2021-10-05,503.91,514.49,503.15,506.89,225851.0,1633392000,0
2021-10-06,501.05,507.99,498.15,506.39,176553.0,1633478400,0
2021-10-07,512.01,513.725,503.79,504.41,239197.0,1633564800,0
2021-10-08,504.5,505.18,492.63,498.73,227931.0,1633651200,0
2021-10-11,497.26,501.73,491.9884,493.13,245064.0,1633910400,0
2021-10-12,495.96,501.32,493.15,494.54,303333.0,1633996800,0
2021-10-13,499.31,501.58,493.99,496.86,180698.0,1634083200,0
2021-10-14,500.69,511.8,500.54,511.35,209143.0,1634169600,0
2021-10-15,514.82,517.94,513.32,515.83,228875.0,1634256000,0
2021-10-18,513.38,527.4,511.52,526.92,190432.0,1634515200,0
2021-10-19,530.03,534.1,525.22,528.63,164365.0,1634601600,0
2021-10-20,530.55,530.6267,523.22,527.06,163453.0,1634688000,0
2021-10-21,526.27,535.39,524.79,533.61,172692.0,1634774400,0
2021-10-22,534.6,543.49,527.55,527.92,221153.0,1634860800,0
2021-10-25,528.52,533.64,522.18,532.46,165933.0,1635120000,0
2021-10-26,536.05,536.05,524.92,525.41,130968.0,1635206400,0
2021-10-27,525.41,530.315,517.12,517.84,155750.0,1635292800,0
2021-10-28,521.84,532.27,518.6,532.06,204573.0,1635379200,0
2021-10-29,528.27,534.54,525.855,533.95,266230.0,1635465600,0
2021-11-01,533.45,544.51,532.8,542.59,370265.0,1635724800,0
2021-11-02,549.9,593.6,545.56,585.55,564256.0,1635811200,0
2021-11-03,580.69,580.69,555.15,578.49,401725.0,1635897600,0
2021-11-04,579.38,605.39,572.815,597.41,382700.0,1635984000,0
2021-11-05,598.0,610.95,598.0,607.5,328310.0,1636070400,0
2021-11-08,612.23,614.095,592.88,596.81,203577.0,1636329600,0
2021-11-09,597.72,602.775,589.65,595.72,207924.0,1636416000,0
2021-11-10,592.0,593.4161,578.84,581.8,178190.0,1636502400,0
2021-11-11,585.33,589.37,581.71,585.06,112839.0,1636588800,0
2021-11-12,587.41,592.88,583.49,591.84,130835.0,1636675200,0
2021-11-15,594.29,597.58,587.04,590.76,115616.0,1636934400,0
2021-11-16,589.05,605.6,589.05,605.0,148767.0,1637020800,0
2021-11-17,606.56,609.32,599.1,605.83,174539.0,1637107200,0
2021-11-18,606.88,609.79,599.3275,606.96,200672.0,1637193600,0
2021-11-19,608.67,608.67,593.68,596.75,205460.0,1637280000,0
2021-11-22,607.9,612.3607,595.82,602.97,317557.0,1637539200,0
2021-11-23,598.4,605.52,590.67,598.74,382138.0,1637625600,0
2021-11-24,596.99,599.07,585.15,598.02,198693.0,1637712000,0
2021-11-26,595.64,607.08,586.53,590.72,144146.0,1637884800,0
2021-11-29,597.46,609.41,588.22,607.2,262682.0,1638144000,0
2021-11-30,605.84,614.01,585.75,588.78,458749.0,1638230400,0
2021-12-01,597.8,604.055,580.46,581.03,253763.0,1638316800,0
2021-12-02,580.87,599.215,577.32,596.96,269875.0,1638403200,0
2021-12-03,603.0,605.0,579.459,588.29,229463.0,1638489600,0
2021-12-06,593.31,593.31,577.53,584.22,224188.0,1638748800,0
2021-12-07,594.52,610.1,594.52,605.44,254217.0,1638835200,0
2021-12-08,605.44,608.3625,599.07,605.39,234418.0,1638921600,0
2021-12-09,604.77,612.34,597.05,597.74,203213.0,1639008000,0
2021-12-10,603.05,615.0,600.55,614.55,221248.0,1639094400,0
2021-12-13,613.17,614.03,602.35,604.98,303123.0,1639353600,0
2021-12-14,597.34,599.105,582.56,585.86,286416.0,1639440000,0
2021-12-15,589.9,599.43,578.9,598.19,173456.0,1639526400,0
2021-12-16,603.11,603.11,589.18,592.04,268895.0,1639612800,0
2021-12-17,589.66,599.27,580.74,588.52,398242.0,1639699200,0
2021-12-20,575.51,582.96,562.94,570.78,364737.0,1639958400,0
2021-12-21,581.23,583.305,573.2534,580.21,598279.0,1640044800,0
2021-12-22,580.87,582.47,575.16,580.43,355231.0,1640131200,0
2021-12-23,583.34,586.855,578.68,582.41,461572.0,1640217600,0
2021-12-27,585.93,607.27,583.23,606.33,636379.0,1640563200,0
2021-12-28,606.98,609.32,594.095,597.32,139524.0,1640649600,0
2021-12-29,596.34,603.515,596.34,601.12,128604.0,1640736000,0
2021-12-30,602.71,605.485,596.16,597.54,87503.0,1640822400,0
2021-12-31,594.82,598.55,594.165,595.2,117074.0,1640908800,0
2022-01-03,592.08,599.73,578.49,583.9,272602.0,1641168000,0
2022-01-04,584.75,589.275,574.31,587.6,345992.0,1641254400,0
2022-01-05,582.4,586.92,557.48,558.18,403742.0,1641340800,0
2022-01-06,555.0,563.06,548.45,555.16,338308.0,1641427200,0
2022-01-07,552.14,553.54,530.14,530.86,432825.0,1641513600,0
2022-01-10,527.37,536.1,516.08,535.41,403387.0,1641772800,0
2022-01-11,535.15,539.02,521.6,538.57,443483.0,1641859200,0
2022-01-12,539.97,547.3651,535.05,538.44,306734.0,1641945600,0
2022-01-13,539.82,544.61,524.375,525.8,312524.0,1642032000,0
2022-01-14,520.24,533.22,517.6,528.0,321888.0,1642118400,0
2022-01-18,516.1,522.03,514.0,516.72,337881.0,1642464000,0
2022-01-19,517.69,529.8,512.56,513.11,308287.0,1642550400,0
2022-01-20,516.02,520.565,500.25,501.42,319998.0,1642636800,0
2022-01-21,502.81,511.97,493.25,494.18,488950.0,1642723200,0
2022-01-24,482.57,491.565,463.76,490.56,853601.0,1642982400,0
2022-01-25,479.92,483.85,462.32,474.0,537919.0,1643068800,0
2022-01-26,484.51,487.1,466.265,475.7,592461.0,1643155200,0
2022-01-27,483.0,487.92,469.66,473.23,624636.0,1643241600,0
2022-01-28,474.64,493.66,466.065,492.57,569167.0,1643328000,0
2022-01-31,493.94,510.29,493.94,509.12,364861.0,1643587200,0
2022-02-01,509.3,511.41,500.08,509.48,330040.0,1643673600,0
2022-02-02,512.82,520.32,507.5801,517.01,482754.0,1643760000,0
2022-02-03,509.29,514.72,506.63,508.3,487793.0,1643846400,0
2022-02-04,503.62,510.4,495.91,503.09,394573.0,1643932800,0
2022-02-07,505.54,509.11,496.84,498.34,299815.0,1644192000,0
2022-02-08,495.67,499.98,488.47,491.7,615308.0,1644278400,0
2022-02-09,497.69,507.48,494.02,506.02,678649.0,1644364800,0
2022-02-10,489.61,489.61,461.33,466.63,772725.0,1644451200,0
2022-02-11,465.6,467.66,436.245,441.74,1276017.0,1644537600,0
2022-02-14,442.3,451.46,423.54,426.42,659057.0,1644796800,0
2022-02-15,433.67,440.49,432.64,434.94,615990.0,1644883200,0
2022-02-16,432.0,434.21,425.75,430.97,538929.0,1644969600,0
2022-02-17,426.685,431.805,420.62,423.5,609266.0,1645056000,0
2022-02-18,423.81,427.36,418.415,420.31,536259.0,1645142400,0
2022-02-22,416.0,422.71,406.65,409.76,549657.0,1645488000,0
2022-02-23,413.0,418.16,398.46,399.29,569011.0,1645574400,0
2022-02-24,386.95,415.81,385.34,415.33,508662.0,1645660800,0
2022-02-25,415.1,423.87,410.65,418.07,440633.0,1645747200,0
2022-02-28,414.25,417.67,406.14,413.34,541083.0,1646006400,0
2022-03-01,413.0,414.0,402.245,405.58,462142.0,1646092800,0
2022-03-02,409.19,418.34,407.12,415.27,409454.0,1646179200,0
2022-03-03,417.94,418.5214,404.69,407.29,241736.0,1646265600,0
2022-03-04,402.46,404.5,391.88,394.24,532462.0,1646352000,0
2022-03-07,394.0,396.544,380.91,381.65,504960.0,1646611200,0
2022-03-08,381.67,396.8399,381.08,383.92,407620.0,1646697600,0
2022-03-09,395.95,402.91,391.45,399.11,346076.0,1646784000,0
2022-03-10,388.29,392.36,383.12,388.79,250369.0,1646870400,0
2022-03-11,390.92,394.0,385.38,386.07,410323.0,1646956800,0
2022-03-14,390.66,392.47,375.6324,380.09,330380.0,1647216000,0
2022-03-15,382.45,388.48,380.8745,387.08,341094.0,1647302400,0
2022-03-16,391.75,401.95,389.46,401.65,321480.0,1647388800,0
2022-03-17,401.04,419.95,399.72,419.35,537947.0,1647475200,0
2022-03-18,419.35,439.71,416.22,437.18,930717.0,1647561600,0
2022-03-21,437.62,439.45,425.33,429.54,491303.0,1647820800,0
2022-03-22,429.83,436.94,424.92,433.68,455809.0,1647907200,0
2022-03-23,428.73,430.98,419.29,419.91,325811.0,1647993600,0
2022-03-24,424.31,427.85,415.725,427.37,311018.0,1648080000,0
2022-03-25,427.58,428.125,421.345,425.66,294305.0,1648166400,0
2022-03-28,425.66,426.94,417.715,422.28,319506.0,1648425600,0
2022-03-29,429.34,440.64,428.66,438.1,292084.0,1648512000,0
2022-03-30,434.0,437.925,428.5,429.61,316484.0,1648598400,0
2022-03-31,428.91,432.21,412.94,413.7,575620.0,1648684800,0
2022-04-01,414.63,417.17,403.7,413.73,505247.0,1648771200,0
2022-04-04,433.5,437.295,424.78,431.24,492290.0,1649030400,0
2022-04-05,431.96,431.96,422.42,423.72,456675.0,1649116800,0
2022-04-06,417.53,425.13,413.22,422.9,442255.0,1649203200,0
2022-04-07,418.08,427.02,416.9,418.4,464526.0,1649289600,0
2022-04-08,416.26,419.14,406.7,415.63,387643.0,1649376000,0
2022-04-11,410.78,413.695,405.8,408.7,249091.0,1649635200,0
2022-04-12,410.88,418.67,400.75,402.21,276211.0,1649721600,0
2022-04-13,401.2,408.3,400.5301,405.0,466166.0,1649808000,0
2022-04-14,407.0,407.0,393.6,393.68,268443.0,1649894400,0
2022-04-18,391.0,397.35,390.27,394.28,262034.0,1650240000,0
2022-04-19,393.57,407.45,393.05,406.62,215814.0,1650326400,0
2022-04-20,409.07,409.9,397.5,398.42,358410.0,1650412800,0
2022-04-21,402.73,406.49,388.74,390.04,268721.0,1650499200,0
2022-04-22,389.55,391.76,377.29,377.98,306992.0,1650585600,0
2022-04-25,375.82,390.16,374.11,388.94,448362.0,1650844800,0
2022-04-26,386.82,390.44,374.5,374.5,340836.0,1650931200,0
2022-04-27,373.99,381.27,370.14,371.11,337698.0,1651017600,0
2022-04-28,375.59,384.94,370.63,382.98,356709.0,1651104000,0
2022-04-29,380.24,385.3325,368.345,369.66,600364.0,1651190400,0
2022-05-02,371.66,383.06,367.15,379.57,525356.0,1651449600,0
2022-05-03,376.44,378.89,360.0,368.14,621817.0,1651536000,0
2022-05-04,364.17,370.905,354.433,367.87,771749.0,1651622400,0
2022-05-05,363.87,366.42,344.05,347.75,552852.0,1651708800,0
2022-05-06,343.31,349.49,333.37,342.59,554123.0,1651795200,0
2022-05-09,335.0,341.7194,327.45,328.54,602149.0,1652054400,0
2022-05-10,336.99,341.66,317.72,325.84,719052.0,1652140800,0
2022-05-11,324.53,335.105,314.26,314.5,752228.0,1652227200,0
2022-05-12,311.99,323.445,309.0,316.72,1076606.0,1652313600,0
2022-05-13,322.01,337.75,322.01,336.86,629589.0,1652400000,0
2022-05-16,333.07,336.3,327.15,329.33,394861.0,1652659200,0
2022-05-17,339.55,347.15,335.3,344.58,456607.0,1652745600,0
2022-05-18,338.83,342.47,325.33,326.42,670406.0,1652832000,0
2022-05-19,324.17,330.69,322.15,324.1,598821.0,1652918400,0
2022-05-20,330.02,331.17,314.91,325.37,564262.0,1653004800,0
2022-05-23,330.16,338.92,322.87,334.73,529817.0,1653264000,0
2022-05-24,330.3,332.15,318.74,322.88,353388.0,1653350400,0
2022-05-25,319.87,326.605,318.6773,322.72,379834.0,1653436800,0
2022-05-26,324.2,333.71,322.7401,332.47,363244.0,1653523200,0
2022-05-27,336.0,343.53,335.9,343.53,627787.0,1653609600,0
2022-05-31,343.78,344.1199,334.08,338.19,717735.0,1653955200,0
2022-06-01,339.61,344.01,331.73,334.55,334341.0,1654041600,0
2022-06-02,334.38,347.91,332.18,347.07,587569.0,1654128000,0
2022-06-03,342.07,342.07,332.79,334.77,359189.0,1654214400,0
2022-06-06,341.48,342.405,332.89,335.43,391266.0,1654473600,0
2022-06-07,330.62,338.23,326.01,335.51,457173.0,1654560000,0
2022-06-08,334.48,334.48,328.36,330.74,600476.0,1654646400,0
2022-06-09,329.4,330.24,315.57,315.66,552147.0,1654732800,0
2022-06-10,310.0,311.17,304.1,305.35,506314.0,1654819200,0
2022-06-13,295.65,299.97,290.4486,293.08,492407.0,1655078400,0
2022-06-14,295.12,302.5,292.85,300.74,571954.0,1655164800,0
2022-06-15,304.45,312.715,301.0001,308.36,436948.0,1655251200,0
2022-06-16,301.16,304.27,290.03,292.12,457660.0,1655337600,0
2022-06-17,296.73,297.46,287.93,288.46,867641.0,1655424000,0
2022-06-21,293.51,299.95,292.49,295.85,489298.0,1655769600,0
2022-06-22,293.58,299.465,290.77,297.82,433998.0,1655856000,0
2022-06-23,298.23,299.1505,291.8588,297.41,307758.0,1655942400,0
2022-06-24,301.1,310.36,300.79,308.91,1009185.0,1656028800,0
2022-06-27,311.31,311.76,305.55,309.83,335603.0,1656288000,0
2022-06-28,309.87,312.99,301.415,302.21,271057.0,1656374400,0
2022-06-29,304.83,304.83,295.28,298.33,260036.0,1656460800,0
2022-06-30,295.17,297.65,289.83,293.95,540511.0,1656547200,0
2022-07-01,292.23,300.06,290.6481,299.34,473853.0,1656633600,0
2022-07-05,294.77,302.555,293.04,302.33,331160.0,1656979200,0
2022-07-06,304.95,306.37,290.39,294.53,575426.0,1657065600,0
2022-07-07,295.35,306.17,295.35,305.14,316491.0,1657152000,0
2022-07-08,303.07,303.695,297.76,299.52,269295.0,1657238400,0
2022-07-11,293.99,296.3528,291.0585,291.7,335150.0,1657497600,0
2022-07-12,294.06,298.96,290.475,292.41,492780.0,1657584000,0
2022-07-13,286.19,294.93,283.72,292.49,297979.0,1657670400,0
2022-07-14,289.01,292.025,284.06,290.8,270730.0,1657756800,0
2022-07-15,293.54,298.52,291.01,297.72,292263.0,1657843200,0
2022-07-18,299.58,302.45,293.77,295.84,279858.0,1658102400,0
2022-07-19,301.09,312.55,301.09,311.91,303107.0,1658188800,0
2022-07-20,312.01,325.64,311.81,325.42,414704.0,1658275200,0
2022-07-21,324.7,332.19,323.84,332.15,371016.0,1658361600,0
2022-07-22,330.95,334.585,322.92,326.68,222264.0,1658448000,0
2022-07-25,325.5,328.785,320.96,325.37,356312.0,1658707200,0
2022-07-26,323.96,327.18,321.2,326.97,299963.0,1658793600,0
2022-07-27,328.61,340.0,327.23,338.49,338839.0,1658880000,0
2022-07-28,338.49,347.16,336.7,344.5,319384.0,1658966400,0
2022-07-29,343.32,358.39,340.26,357.69,460918.0,1659052800,0
2022-08-01,352.42,365.97,350.69,358.43,646573.0,1659312000,0
2022-08-02,351.76,356.62,322.93,323.32,983106.0,1659398400,0
2022-08-03,322.22,332.03,316.05,326.41,531873.0,1659484800,0
2022-08-04,325.76,330.89,323.53,330.58,369655.0,1659571200,0
2022-08-05,324.52,337.29,324.52,331.7,298533.0,1659657600,0
2022-08-08,332.49,338.84,329.25,330.32,358756.0,1659916800,0
2022-08-09,326.34,326.34,318.5,320.15,375780.0,1660003200,0
2022-08-10,330.2,332.415,325.21,328.87,241914.0,1660089600,0
2022-08-11,333.6,343.53,331.85,336.0,279786.0,1660176000,0
2022-08-12,338.53,346.785,336.19,346.74,239609.0,1660262400,0
2022-08-15,345.82,350.34,343.8,349.41,251851.0,1660521600,0
2022-08-16,345.59,347.89,340.64,344.91,185481.0,1660608000,0
2022-08-17,340.1,341.58,336.72,340.45,333394.0,1660694400,0
2022-08-18,340.46,346.015,339.1973,342.38,201099.0,1660780800,0
2022-08-19,337.68,339.32,327.61,328.41,218352.0,1660867200,0
2022-08-22,322.33,322.33,314.58,315.88,241595.0,1661126400,0
2022-08-23,315.0,319.3,314.46,316.99,181655.0,1661212800,0
2022-08-24,317.77,321.525,316.64,319.34,210860.0,1661299200,0
2022-08-25,322.0,330.42,321.85,330.14,179333.0,1661385600,0
2022-08-26,331.08,331.65,308.09,308.16,284339.0,1661472000,0
2022-08-29,304.9,311.36,302.48,307.9,235290.0,1661731200,0
2022-08-30,310.1,311.6599,301.46,302.86,311746.0,1661817600,0
2022-08-31,304.56,305.15,298.235,301.64,599979.0,1661904000,0
2022-09-01,296.58,309.97,294.41,309.74,548088.0,1661990400,0
2022-09-02,316.6,316.6,296.1,297.6,479990.0,1662076800,0
2022-09-06,296.39,296.39,286.58,289.93,368299.0,1662422400,0
2022-09-07,290.82,296.6,288.16,295.58,596123.0,1662508800,0
2022-09-08,292.06,298.91,291.4,298.3,253006.0,1662595200,0
2022-09-09,301.24,308.44,301.24,307.84,286026.0,1662681600,0
2022-09-12,310.88,314.7899,309.3079,311.85,348602.0,1662940800,0
2022-09-13,301.4,301.4,291.36,293.5,423495.0,1663027200,0
2022-09-14,293.1,300.15,290.25,295.97,405883.0,1663113600,0
2022-09-15,294.09,301.425,292.39,296.2,380263.0,1663200000,0
2022-09-16,294.53,294.725,285.96,288.52,531440.0,1663286400,0
2022-09-19,285.01,291.5037,284.4501,291.21,356311.0,1663545600,0
2022-09-20,288.99,288.99,281.66,285.65,269813.0,1663632000,0
2022-09-21,288.85,295.14,284.77,285.08,414493.0,1663718400,0
2022-09-22,282.61,283.85,272.79,272.94,404794.0,1663804800,0
2022-09-23,270.38,272.63,262.8423,268.04,395419.0,1663891200,0
2022-09-26,268.55,274.23,265.05,265.86,363173.0,1664150400,0
2022-09-27,271.21,272.23,263.25,264.95,420377.0,1664236800,0
2022-09-28,267.41,272.94,265.54,271.35,287696.0,1664323200,0
2022-09-29,266.41,268.17,262.41,265.52,354126.0,1664409600,0
2022-09-30,264.84,271.96,261.63,262.01,378541.0,1664496000,0
2022-10-03,264.94,274.0933,261.69,272.09,325888.0,1664755200,0
2022-10-04,277.75,281.65,277.41,281.65,341780.0,1664841600,0
2022-10-05,276.83,284.195,276.19,281.88,368561.0,1664928000,0
2022-10-06,281.61,285.28,278.335,280.35,339654.0,1665014400,0
2022-10-07,273.82,275.6899,266.05,266.68,345425.0,1665100800,0
2022-10-10,268.0,268.26,255.58,258.6,290185.0,1665360000,0
2022-10-11,255.44,257.08,248.17,250.01,450514.0,1665446400,0
2022-10-12,250.09,263.28,248.905,261.03,469045.0,1665532800,0
2022-10-13,253.32,277.99,252.445,268.27,578618.0,1665619200,0
2022-10-14,265.17,267.715,254.56,255.61,413476.0,1665705600,0
2022-10-17,262.53,264.84,259.28,261.64,338016.0,1665964800,0
2022-10-18,269.51,271.96,260.47,263.89,352114.0,1666051200,0
2022-10-19,261.34,264.87,257.39,260.46,230137.0,1666137600,0
2022-10-20,261.08,265.93,253.55,256.23,311659.0,1666224000,0
2022-10-21,255.92,263.91,252.39,263.04,348797.0,1666310400,0
2022-10-24,264.3,267.635,259.01,265.72,368289.0,1666569600,0
2022-10-25,267.61,274.72,266.565,274.58,261212.0,1666656000,0
2022-10-26,273.43,278.66,271.17,273.18,248062.0,1666742400,0
2022-10-27,276.98,281.89,274.885,275.29,422380.0,1666828800,0
2022-10-28,275.03,288.605,271.72,288.0,567493.0,1666915200,0
2022-10-31,283.43,287.97,278.84,283.22,661852.0,1667174400,0
2022-11-01,264.4,264.4,237.28,238.3,1778081.0,1667260800,0
2022-11-02,236.07,242.796,231.38,236.03,1039893.0,1667347200,0
2022-11-03,231.84,236.66,227.15,227.32,619158.0,1667433600,0
2022-11-04,231.83,232.63,224.865,230.56,451909.0,1667520000,0
2022-11-07,232.52,236.56,227.62,236.36,321923.0,1667779200,0
2022-11-08,238.86,241.195,231.21,234.65,355162.0,1667865600,0
2022-11-09,232.03,232.03,225.7632,226.88,397744.0,1667952000,0
2022-11-10,238.92,253.72,237.88,253.42,718526.0,1668038400,0
2022-11-11,254.09,265.98,252.84,263.38,571619.0,1668124800,0
2022-11-14,261.71,262.13,251.065,251.47,501786.0,1668384000,0
2022-11-15,257.54,266.04,257.06,261.59,704421.0,1668470400,0
2022-11-16,259.76,259.76,254.1902,258.43,465880.0,1668556800,0
2022-11-17,251.79,257.62,250.22,255.11,342404.0,1668643200,0
2022-11-18,259.39,260.91,250.32,256.1,504472.0,1668729600,0
2022-11-21,253.95,258.22,253.13,257.0,402676.0,1668988800,0
2022-11-22,257.4,261.83,255.25,261.05,442103.0,1669075200,0
2022-11-23,262.74,274.85,261.985,270.66,464600.0,1669161600,0
2022-11-25,270.5,272.3,269.62,271.9,202392.0,1669334400,0
2022-11-28,268.38,270.06,266.515,269.0,492914.0,1669593600,0
2022-11-29,269.79,273.0,261.535,266.82,534884.0,1669680000,0
2022-11-30,266.62,273.9,257.74,270.28,1734538.0,1669766400,0
2022-12-01,268.76,274.29,262.87,268.82,521903.0,1669852800,0
2022-12-02,264.67,276.1417,264.61,274.86,440540.0,1669939200,0
2022-12-05,272.88,273.1,261.57,261.8,473589.0,1670198400,0
2022-12-06,261.01,261.08,251.35,254.21,375419.0,1670284800,0
2022-12-07,252.42,255.04,250.73,252.54,303099.0,1670371200,0
2022-12-08,252.31,259.55,252.0,252.82,473449.0,1670457600,0
2022-12-09,251.19,256.67,250.53,251.45,551895.0,1670544000,0
2022-12-12,253.84,259.94,250.12,258.1,478496.0,1670803200,0
2022-12-13,270.6,274.7,257.02,263.27,608689.0,1670889600,0
2022-12-14,261.95,267.27,257.7,261.5,393154.0,1670976000,0
2022-12-15,256.15,257.72,249.65,251.04,410383.0,1671062400,0
2022-12-16,249.25,251.09,244.72,248.92,769104.0,1671148800,0
2022-12-19,249.0,251.55,242.88,243.71,325171.0,1671408000,0
2022-12-20,242.55,250.65,241.43,247.15,377788.0,1671494400,0
2022-12-21,248.61,253.8,248.305,250.84,435418.0,1671580800,0
2022-12-22,245.78,247.64,241.01,247.51,341670.0,1671667200,0
2022-12-23,246.86,249.14,244.76,248.22,180932.0,1671753600,0
2022-12-27,249.35,253.87,247.16,251.0,252510.0,1672099200,0
2022-12-28,250.48,253.85,246.13,246.84,241215.0,1672185600,0
2022-12-29,249.55,258.05,249.0,257.53,274915.0,1672272000,0
2022-12-30,254.2,256.54,251.52,256.41,228213.0,1672358400,0
2023-01-03,260.87,262.685,255.71,260.2,295378.0,1672704000,0
2023-01-04,263.62,265.81,258.23,262.99,311603.0,1672790400,0
2023-01-05,260.68,260.935,254.685,260.06,368180.0,1672876800,0
2023-01-06,265.11,277.86,263.215,273.42,552691.0,1672963200,0
