datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-09-22,428.46,445.09,427.06,442.27,631386.0,1632268800,0
2021-09-23,446.65,458.97,446.0,454.02,678964.0,1632355200,0
2021-09-24,449.68,456.96,444.61,444.61,533910.0,1632441600,0
2021-09-27,440.9,449.24,434.89,443.8,418271.0,1632700800,0
2021-09-28,436.0,438.34,421.1901,425.34,598514.0,1632787200,0
2021-09-29,430.18,430.18,395.14,406.53,1441583.0,1632873600,0
2021-09-30,409.89,415.8232,405.69,408.67,906553.0,1632960000,0
2021-10-01,408.67,409.99,391.85,404.95,671660.0,1633046400,0
2021-10-04,404.26,405.0,392.02,402.09,624066.0,1633305600,0
2021-10-05,404.0,411.8795,400.06,403.0,416749.0,1633392000,0
2021-10-06,395.63,407.1919,393.1333,405.17,587599.0,1633478400,0
2021-10-07,410.98,422.5,410.98,417.58,464377.0,1633564800,0
2021-10-08,417.45,418.615,404.175,406.78,378924.0,1633651200,0
2021-10-11,405.83,417.9906,405.06,409.57,386882.0,1633910400,0
2021-10-12,415.1,423.45,414.59,421.43,473547.0,1633996800,0
2021-10-13,427.09,430.8092,414.1,418.91,601940.0,1634083200,0
2021-10-14,426.65,434.7699,420.15,433.75,528432.0,1634169600,0
2021-10-15,441.9,457.99,439.0,451.94,896726.0,1634256000,0
2021-10-18,446.18,470.8,442.7801,470.02,789590.0,1634515200,0
2021-10-19,473.8,476.31,460.0892,462.84,514567.0,1634601600,0
2021-10-20,464.85,466.48,454.27,458.22,507997.0,1634688000,0
2021-10-21,459.36,472.04,456.01,471.71,419694.0,1634774400,0
2021-10-22,472.79,475.295,463.21,470.32,311030.0,1634860800,0
2021-10-25,472.21,475.56,462.97,470.12,628299.0,1635120000,0
2021-10-26,475.39,479.15,466.46,472.71,466768.0,1635206400,0
2021-10-27,475.04,497.865,475.04,488.88,789664.0,1635292800,0
2021-10-28,488.91,510.53,488.01,503.52,686705.0,1635379200,0
2021-10-29,499.91,503.5,493.55,498.56,651482.0,1635465600,0
2021-11-01,500.0,507.0,491.18,505.8,715702.0,1635724800,0
2021-11-02,464.98,524.31,455.1,483.58,1889551.0,1635811200,0
2021-11-03,478.01,480.9,443.6157,453.4,1517779.0,1635897600,0
2021-11-04,456.41,462.0099,448.305,452.03,840679.0,1635984000,0
2021-11-05,452.0,461.21,441.54,442.88,778311.0,1636070400,0
2021-11-08,450.68,451.56,443.04,448.55,566258.0,1636329600,0
2021-11-09,448.67,450.0,435.57,439.8,699691.0,1636416000,0
2021-11-10,437.18,449.48,430.24,440.39,700219.0,1636502400,0
2021-11-11,443.08,450.76,441.01,450.03,520737.0,1636588800,0
2021-11-12,450.0,454.12,441.29,446.87,373326.0,1636675200,0
2021-11-15,443.94,446.51,431.45,434.16,540363.0,1636934400,0
2021-11-16,436.32,442.2766,430.27,438.68,529997.0,1637020800,0
2021-11-17,439.13,439.78,426.1501,426.64,461409.0,1637107200,0
2021-11-18,429.36,430.32,417.53,422.09,487087.0,1637193600,0
2021-11-19,425.42,438.93,420.68,434.25,755688.0,1637280000,0
2021-11-22,443.52,463.46,427.01,439.99,1021178.0,1637539200,0
2021-11-23,440.0,447.27,423.91,432.83,585687.0,1637625600,0
2021-11-24,429.14,437.442,421.9341,437.1,367985.0,1637712000,0
2021-11-26,429.79,445.66,427.78,433.15,374267.0,1637884800,0
2021-11-29,437.5,442.1809,419.01,424.58,672204.0,1638144000,0
2021-11-30,425.49,433.52,411.53,421.24,1687931.0,1638230400,0
2021-12-01,423.57,427.22,403.49,403.57,790956.0,1638316800,0
2021-12-02,402.21,417.68,398.51,406.46,656551.0,1638403200,0
2021-12-03,401.0,407.29,383.67,385.56,1056361.0,1638489600,0
2021-12-06,384.06,384.06,362.0,366.68,1495941.0,1638748800,0
2021-12-07,374.78,380.0,355.59,358.42,2041850.0,1638835200,0
2021-12-08,360.95,375.335,352.555,367.98,1083459.0,1638921600,0
2021-12-09,369.73,370.41,357.76,360.64,718407.0,1639008000,0
2021-12-10,360.62,366.65,347.52,348.24,756679.0,1639094400,0
2021-12-13,349.3,352.59,342.18,345.48,935699.0,1639353600,0
2021-12-14,340.45,343.85,335.0,341.3,1044797.0,1639440000,0
2021-12-15,342.92,356.9469,336.34,355.57,1340705.0,1639526400,0
2021-12-16,370.94,377.71,346.23,350.04,1404350.0,1639612800,0
2021-12-17,343.0,362.34,339.5,357.43,1647665.0,1639699200,0
2021-12-20,352.04,360.24,343.9,346.12,828005.0,1639958400,0
2021-12-21,347.51,352.2473,337.63,348.2,565541.0,1640044800,0
2021-12-22,350.67,354.59,345.0,351.81,463254.0,1640131200,0
2021-12-23,351.47,354.58,346.51,351.29,391453.0,1640217600,0
2021-12-27,352.49,356.36,346.1418,352.08,455001.0,1640563200,0
2021-12-28,352.98,352.98,346.4578,348.18,382427.0,1640649600,0
2021-12-29,348.76,350.2,339.625,346.93,407774.0,1640736000,0
2021-12-30,347.3,357.15,346.0,352.96,365837.0,1640822400,0
2021-12-31,350.96,356.84,350.0,351.92,406450.0,1640908800,0
2022-01-03,353.98,353.98,343.44,347.91,565501.0,1641168000,0
2022-01-04,346.64,347.89,318.52,332.08,1610883.0,1641254400,0
2022-01-05,332.15,332.575,309.29,312.09,1429271.0,1641340800,0
2022-01-06,313.88,322.23,303.34,317.39,1122263.0,1641427200,0
2022-01-07,316.15,324.2578,311.09,316.55,1003218.0,1641513600,0
2022-01-10,321.14,323.88,306.785,323.73,1292421.0,1641772800,0
2022-01-11,323.0,329.7,318.05,323.29,1117751.0,1641859200,0
2022-01-12,325.82,327.72,318.15,319.0,869059.0,1641945600,0
2022-01-13,320.7,323.88,308.92,310.34,645093.0,1642032000,0
2022-01-14,308.08,315.77,302.55,306.28,1069974.0,1642118400,0
2022-01-18,300.01,302.545,293.52,294.9,917412.0,1642464000,0
2022-01-19,297.41,305.36,291.27,291.36,752460.0,1642550400,0
2022-01-20,296.0,302.17,283.85,284.11,781741.0,1642636800,0
2022-01-21,280.0,281.1,270.7,271.16,1304100.0,1642723200,0
2022-01-24,262.6,287.47,260.24,286.19,1336862.0,1642982400,0
2022-01-25,279.56,283.25,270.635,276.32,954918.0,1643068800,0
2022-01-26,283.01,287.53,263.04,265.19,940527.0,1643155200,0
2022-01-27,268.0,271.5,255.51,256.99,1064421.0,1643241600,0
2022-01-28,258.84,266.96,251.7436,266.7,973707.0,1643328000,0
2022-01-31,269.87,283.5,269.27,282.38,886190.0,1643587200,0
2022-02-01,286.29,289.6,278.02,288.02,875556.0,1643673600,0
2022-02-02,288.05,290.14,279.36,282.32,544632.0,1643760000,0
2022-02-03,278.97,284.99,274.63,275.44,725533.0,1643846400,0
2022-02-04,276.97,283.16,276.18,279.93,604263.0,1643932800,0
2022-02-07,279.0,284.93,278.34,279.97,590891.0,1644192000,0
2022-02-08,277.0,287.03,276.52,284.43,628770.0,1644278400,0
2022-02-09,293.31,297.76,289.1666,294.48,709901.0,1644364800,0
2022-02-10,288.0,297.2979,286.37,288.75,645837.0,1644451200,0
2022-02-11,289.85,293.885,273.85,275.28,775195.0,1644537600,0
2022-02-14,274.01,276.68,267.37,270.45,770873.0,1644796800,0
2022-02-15,276.22,278.225,270.69,276.7,1140554.0,1644883200,0
2022-02-16,298.59,320.3,290.56,316.44,2699565.0,1644969600,0
2022-02-17,311.56,316.4172,302.59,302.8,1607464.0,1645056000,0
2022-02-18,304.15,308.92,291.52,294.76,885301.0,1645142400,0
2022-02-22,291.08,295.62,278.81,282.47,1109362.0,1645488000,0
2022-02-23,285.29,287.13,270.26,270.99,743220.0,1645574400,0
2022-02-24,263.37,303.23,260.71,301.35,1244398.0,1645660800,0
2022-02-25,299.11,318.16,298.032,316.56,936068.0,1645747200,0
2022-02-28,316.0,320.19,309.25,315.47,1006657.0,1646006400,0
2022-03-01,314.49,321.72,310.03,321.24,758527.0,1646092800,0
2022-03-02,321.52,323.11,313.66,316.41,715510.0,1646179200,0
2022-03-03,320.38,324.99,312.41,319.88,626406.0,1646265600,0
2022-03-04,321.19,329.5,309.42,317.49,611388.0,1646352000,0
2022-03-07,320.98,322.35,310.345,312.35,660400.0,1646611200,0
2022-03-08,309.22,316.885,301.9236,306.12,746359.0,1646697600,0
2022-03-09,311.79,314.56,298.39,311.2,633264.0,1646784000,0
2022-03-10,305.0,315.0,295.2766,303.21,646284.0,1646870400,0
2022-03-11,302.03,306.115,281.35,281.64,796012.0,1646956800,0
2022-03-14,279.3,286.2542,271.06,275.94,597244.0,1647216000,0
2022-03-15,277.08,287.79,270.97,286.98,522793.0,1647302400,0
2022-03-16,290.7,306.23,290.7,305.46,800658.0,1647388800,0
2022-03-17,304.66,313.7,302.87,309.84,526745.0,1647475200,0
2022-03-18,309.64,322.34,309.12,319.33,879625.0,1647561600,0
2022-03-21,314.66,319.99,307.02,312.04,476128.0,1647820800,0
2022-03-22,312.0,328.2,310.62,323.91,573947.0,1647907200,0
2022-03-23,318.05,326.8473,315.725,317.49,360077.0,1647993600,0
2022-03-24,318.64,324.35,312.2,323.42,364912.0,1648080000,0
2022-03-25,321.53,322.89,305.64,312.61,517261.0,1648166400,0
2022-03-28,312.0,320.65,306.51,312.33,440036.0,1648425600,0
2022-03-29,317.25,322.5489,311.51,321.14,416324.0,1648512000,0
2022-03-30,318.28,319.68,309.92,311.06,520670.0,1648598400,0
2022-03-31,313.14,314.88,297.12,297.26,720281.0,1648684800,0
2022-04-01,298.74,303.48,296.53,301.0,636190.0,1648771200,0
2022-04-04,301.14,315.59,301.14,315.43,557225.0,1649030400,0
2022-04-05,328.31,328.6,314.0,316.01,1074818.0,1649116800,0
2022-04-06,308.76,308.92,292.17,300.08,1260407.0,1649203200,0
2022-04-07,297.18,300.5851,293.23,296.96,575942.0,1649289600,0
2022-04-08,296.16,296.16,286.59,287.41,665778.0,1649376000,0
2022-04-11,285.0,296.0,276.624,277.4,871578.0,1649635200,0
2022-04-12,275.29,284.57,263.15,264.9,1382878.0,1649721600,0
2022-04-13,265.01,268.3588,261.69,268.09,1066893.0,1649808000,0
2022-04-14,269.43,269.7093,250.06,251.19,1245890.0,1649894400,0
2022-04-18,250.0,251.0,245.4,249.27,979935.0,1650240000,0
2022-04-19,248.87,268.94,247.56,267.2,970881.0,1650326400,0
2022-04-20,270.0,270.88,258.07,259.73,831170.0,1650412800,0
2022-04-21,261.53,262.72,233.03,241.0,1598945.0,1650499200,0
2022-04-22,242.23,248.66,236.93,237.98,869714.0,1650585600,0
2022-04-25,234.03,245.36,232.01,245.34,885026.0,1650844800,0
2022-04-26,243.78,244.85,228.88,229.95,1198828.0,1650931200,0
2022-04-27,231.0,238.97,229.94,230.32,850781.0,1651017600,0
2022-04-28,233.49,235.0,222.34,233.32,911335.0,1651104000,0
2022-04-29,232.72,237.22,218.93,219.38,819327.0,1651190400,0
2022-05-02,218.7,226.81,217.105,226.69,1060015.0,1651449600,0
2022-05-03,225.02,238.353,223.72,234.17,1409738.0,1651536000,0
2022-05-04,244.55,268.585,237.82,261.78,2392679.0,1651622400,0
2022-05-05,261.27,267.17,254.2,260.52,1509782.0,1651708800,0
2022-05-06,257.71,257.71,237.07,241.69,1231601.0,1651795200,0
2022-05-09,235.4,237.42,223.29,227.44,1215978.0,1652054400,0
2022-05-10,232.18,233.88,212.1,223.33,1322886.0,1652140800,0
2022-05-11,220.74,223.14,203.89,204.62,1184954.0,1652227200,0
2022-05-12,200.0,221.59,197.94,214.03,1566982.0,1652313600,0
2022-05-13,218.48,228.12,218.48,226.49,879041.0,1652400000,0
2022-05-16,222.9,229.08,218.9575,219.84,510169.0,1652659200,0
2022-05-17,225.0,227.26,217.58,225.91,885413.0,1652745600,0
2022-05-18,220.91,226.76,206.74,209.81,1071627.0,1652832000,0
2022-05-19,208.8,228.705,207.96,223.69,1134488.0,1652918400,0
2022-05-20,224.59,226.88,208.55,220.84,1062046.0,1653004800,0
2022-05-23,225.22,231.25,217.995,230.67,1103210.0,1653264000,0
2022-05-24,225.06,226.5,211.67,215.63,1204086.0,1653350400,0
2022-05-25,219.05,234.03,216.32,231.22,1256269.0,1653436800,0
2022-05-26,231.16,244.0,230.435,241.24,1225454.0,1653523200,0
2022-05-27,250.48,259.22,247.74,256.17,1344590.0,1653609600,0
2022-05-31,255.0,256.845,243.81,247.08,1917946.0,1653955200,0
2022-06-01,250.68,255.95,241.01,243.86,746142.0,1654041600,0
2022-06-02,249.79,271.6,249.16,268.95,1276622.0,1654128000,0
2022-06-03,260.51,274.86,258.16,268.88,775016.0,1654214400,0
2022-06-06,275.93,287.72,275.86,284.34,1358339.0,1654473600,0
2022-06-07,280.0,293.335,278.13,292.78,943207.0,1654560000,0
2022-06-08,292.05,299.85,287.4333,290.18,911868.0,1654646400,0
2022-06-09,286.99,291.505,277.76,277.87,958018.0,1654732800,0
2022-06-10,269.79,272.108,256.435,261.5,1233175.0,1654819200,0
2022-06-13,249.59,251.87,240.01,244.52,1296714.0,1655078400,0
2022-06-14,245.26,247.21,237.2208,240.15,839552.0,1655164800,0
2022-06-15,242.95,254.07,240.54,248.54,792999.0,1655251200,0
2022-06-16,239.4,242.77,222.09,223.99,1343894.0,1655337600,0
2022-06-17,223.01,228.13,217.87,220.25,1616436.0,1655424000,0
2022-06-21,224.25,235.44,219.84,219.98,1469580.0,1655769600,0
2022-06-22,203.36,214.63,203.0,212.57,3082169.0,1655856000,0
2022-06-23,213.56,222.46,206.44,221.91,1243524.0,1655942400,0
2022-06-24,223.0,224.87,217.115,224.55,1137887.0,1656028800,0
2022-06-27,228.08,231.94,223.47,223.57,861132.0,1656288000,0
2022-06-28,225.36,228.9126,216.46,217.02,647929.0,1656374400,0
2022-06-29,218.73,218.73,208.92,214.61,753350.0,1656460800,0
2022-06-30,209.87,213.955,206.36,210.58,866373.0,1656547200,0
2022-07-01,213.81,221.9,213.0,217.51,666576.0,1656633600,0
2022-07-05,212.89,218.57,206.68,216.69,1005335.0,1656979200,0
2022-07-06,217.21,221.38,212.0,217.18,714098.0,1657065600,0
2022-07-07,219.98,231.45,219.98,230.29,683264.0,1657152000,0
2022-07-08,225.93,231.43,222.25,230.56,845550.0,1657238400,0
2022-07-11,227.06,228.89,220.44,222.83,514683.0,1657497600,0
2022-07-12,222.58,225.565,219.0,219.32,694573.0,1657584000,0
2022-07-13,214.05,221.41,211.98,218.54,485087.0,1657670400,0
2022-07-14,213.8,214.9999,207.56,208.6,1084911.0,1657756800,0
2022-07-15,208.08,215.46,201.85,215.06,833421.0,1657843200,0
2022-07-18,221.79,227.98,220.03,223.7,1024667.0,1658102400,0
2022-07-19,226.85,231.85,224.33,230.58,763062.0,1658188800,0
2022-07-20,233.99,250.38,232.3,249.2,1166844.0,1658275200,0
2022-07-21,247.26,252.55,243.05,249.88,666854.0,1658361600,0
2022-07-22,248.99,251.76,236.9,239.93,719515.0,1658448000,0
2022-07-25,240.5,240.8643,234.55,238.54,438537.0,1658707200,0
2022-07-26,236.5,238.02,230.06,232.15,492560.0,1658793600,0
2022-07-27,238.77,246.47,237.1,245.14,637841.0,1658880000,0
2022-07-28,252.38,259.975,250.67,256.89,1378061.0,1658966400,0
2022-07-29,257.31,268.79,256.0,268.3,1124277.0,1659052800,0
2022-08-01,264.96,269.92,262.26,264.99,600927.0,1659312000,0
2022-08-02,259.76,271.76,257.144,266.65,1179840.0,1659398400,0
2022-08-03,282.34,282.62,245.0101,248.99,2125357.0,1659484800,0
2022-08-04,247.87,254.48,241.76,243.59,1264869.0,1659571200,0
2022-08-05,241.53,253.64,240.19,248.13,910199.0,1659657600,0
2022-08-08,257.41,260.825,248.635,252.06,931555.0,1659916800,0
2022-08-09,248.76,249.205,241.98,244.2,719824.0,1660003200,0
2022-08-10,252.36,262.4,248.0539,259.64,1081302.0,1660089600,0
2022-08-11,264.88,270.94,262.8447,266.35,1127510.0,1660176000,0
2022-08-12,270.84,281.5,264.29,280.52,1097901.0,1660262400,0
2022-08-15,277.01,278.75,270.01,272.17,589195.0,1660521600,0
2022-08-16,270.75,270.8779,264.765,267.51,635571.0,1660608000,0
2022-08-17,260.99,264.96,255.36,255.62,741697.0,1660694400,0
2022-08-18,256.5,270.35,255.15,269.62,719760.0,1660780800,0
2022-08-19,265.67,266.31,253.57,256.01,1030482.0,1660867200,0
2022-08-22,247.0,247.65,240.305,241.53,887124.0,1661126400,0
2022-08-23,242.0,245.28,238.91,243.3,656942.0,1661212800,0
2022-08-24,244.41,247.38,241.96,243.95,542297.0,1661299200,0
2022-08-25,247.93,251.99,245.83,249.97,574565.0,1661385600,0
2022-08-26,252.0,253.46,234.62,234.88,720594.0,1661472000,0
2022-08-29,230.8,237.11,230.067,231.51,587259.0,1661731200,0
2022-08-30,234.58,235.83,220.88,221.99,1068443.0,1661817600,0
2022-08-31,225.09,225.725,218.26,220.41,981087.0,1661904000,0
2022-09-01,216.36,233.07,216.36,233.01,1405813.0,1661990400,0
2022-09-02,236.03,237.05,222.37,223.39,892095.0,1662076800,0
2022-09-06,222.97,226.72,220.0,225.51,750686.0,1662422400,0
2022-09-07,224.69,231.93,224.355,229.89,721162.0,1662508800,0
2022-09-08,226.01,233.36,224.33,233.23,639650.0,1662595200,0
2022-09-09,235.85,238.73,233.2,238.0,466491.0,1662681600,0
2022-09-12,241.0,244.14,229.6,232.73,775072.0,1662940800,0
2022-09-13,222.5,225.2656,212.92,213.19,1646991.0,1663027200,0
2022-09-14,213.95,215.95,207.31,212.5,1696713.0,1663113600,0
2022-09-15,211.43,218.085,207.44,208.67,1072200.0,1663200000,0
2022-09-16,203.71,203.71,199.0,200.17,1770786.0,1663286400,0
2022-09-19,196.02,201.19,195.39,197.28,1344787.0,1663545600,0
2022-09-20,193.75,194.92,181.78,183.49,2099810.0,1663632000,0
2022-09-21,185.23,187.82,175.78,175.83,1821936.0,1663718400,0
2022-09-22,174.19,181.98,170.17,171.08,2196731.0,1663804800,0
2022-09-23,167.46,176.98,167.11,176.57,2294860.0,1663891200,0
2022-09-26,177.11,186.91,177.11,181.58,3580422.0,1664150400,0
2022-09-27,189.0,193.2384,176.0,180.22,3238991.0,1664236800,0
2022-09-28,181.34,188.94,178.15,187.37,2388062.0,1664323200,0
2022-09-29,182.5,184.53,171.0,174.16,2436388.0,1664409600,0
2022-09-30,178.3,184.92,174.54,178.14,2126611.0,1664496000,0
2022-10-03,179.9,182.0,173.24,177.38,1525519.0,1664755200,0
2022-10-04,183.55,186.7,181.255,185.31,1502161.0,1664841600,0
2022-10-05,180.46,182.5997,172.16,178.68,1364492.0,1664928000,0
2022-10-06,176.76,181.2393,168.59,168.68,2406256.0,1665014400,0
2022-10-07,164.47,164.47,153.49,154.26,3212236.0,1665100800,0
2022-10-10,155.0,157.93,151.17,154.14,1317925.0,1665360000,0
2022-10-11,153.15,154.29,150.01,152.06,1583310.0,1665446400,0
2022-10-12,152.7,152.7,145.9407,149.98,1685250.0,1665532800,0
2022-10-13,142.71,148.01,138.75,146.43,2388710.0,1665619200,0
2022-10-14,148.1,149.97,136.85,136.94,1687988.0,1665705600,0
2022-10-17,141.05,148.17,140.34,143.96,1616353.0,1665964800,0
2022-10-18,149.96,152.64,144.81,147.74,1560751.0,1666051200,0
2022-10-19,121.86,123.05,109.05,110.3,12839240.0,1666137600,0
2022-10-20,107.0,116.39,106.0001,109.9,6350529.0,1666224000,0
2022-10-21,109.85,111.46,105.95,109.48,3661432.0,1666310400,0
2022-10-24,108.97,113.48,105.87,113.28,2622275.0,1666569600,0
2022-10-25,112.55,121.65,112.55,121.29,2523675.0,1666656000,0
2022-10-26,122.04,123.96,119.3,119.54,1679649.0,1666742400,0
2022-10-27,120.5,124.6234,118.3,119.81,1434158.0,1666828800,0
2022-10-28,118.88,119.46,114.58,116.7,2312463.0,1666915200,0
2022-10-31,116.6,118.73,115.24,115.91,1919049.0,1667174400,0
2022-11-01,119.05,120.345,114.64,114.7,1992149.0,1667260800,0
2022-11-02,114.0,117.27,104.81,105.71,4765734.0,1667347200,0
2022-11-03,104.3,105.24,101.15,101.39,2877267.0,1667433600,0
2022-11-04,103.14,104.41,98.65,101.25,2494289.0,1667520000,0
2022-11-07,103.27,103.27,95.92,97.97,2935322.0,1667779200,0
2022-11-08,99.18,105.77,98.7,103.32,3193267.0,1667865600,0
2022-11-09,100.99,102.185,96.67,96.97,1918703.0,1667952000,0
2022-11-10,103.5,110.02,103.5,109.9,3166290.0,1668038400,0
2022-11-11,109.9,115.91,107.75,114.08,2060817.0,1668124800,0
2022-11-14,112.82,115.19,106.97,107.06,1839607.0,1668384000,0
2022-11-15,110.81,114.39,107.14,107.7,2152975.0,1668470400,0
2022-11-16,106.02,107.08,102.185,103.8,1735742.0,1668556800,0
2022-11-17,101.1,101.76,99.23,101.4,1668975.0,1668643200,0
2022-11-18,103.94,104.22,100.94,102.87,1581545.0,1668729600,0
2022-11-21,100.32,102.9,100.01,102.57,1385303.0,1668988800,0
2022-11-22,102.69,106.61,102.37,106.42,1220077.0,1669075200,0
2022-11-23,106.59,108.64,105.44,107.02,958370.0,1669161600,0
2022-11-25,106.31,106.74,104.68,105.25,864433.0,1669334400,0
2022-11-28,104.11,105.79,100.8517,102.06,1765866.0,1669593600,0
2022-11-29,97.5,104.32,97.12,100.66,2431117.0,1669680000,0
2022-11-30,101.7,105.52,99.78,105.52,2473479.0,1669766400,0
2022-12-01,105.2,105.9999,101.0,103.09,1832401.0,1669852800,0
2022-12-02,101.0,105.39,100.55,100.7,1490256.0,1669939200,0
2022-12-05,99.72,100.72,96.6,96.6,2196923.0,1670198400,0
2022-12-06,97.65,97.99,92.78,94.29,2216162.0,1670284800,0
2022-12-07,93.62,94.73,89.9,90.74,1661004.0,1670371200,0
2022-12-08,91.65,93.3291,89.9,92.71,1480126.0,1670457600,0
2022-12-09,92.4,95.26,92.2,92.67,1285075.0,1670544000,0
2022-12-12,91.95,96.3817,91.59,96.0,1565555.0,1670803200,0
2022-12-13,99.36,102.75,97.96,98.8,2644642.0,1670889600,0
2022-12-14,98.5,104.54,98.5,101.15,2021914.0,1670976000,0
2022-12-15,98.31,99.3,91.93,92.88,2534035.0,1671062400,0
2022-12-16,91.94,95.165,91.32,94.68,3414521.0,1671148800,0
2022-12-19,94.4,97.095,90.65,91.73,2012555.0,1671408000,0
2022-12-20,90.02,93.2527,88.5313,90.93,1327204.0,1671494400,0
2022-12-21,91.63,92.125,88.05,92.08,2121211.0,1671580800,0
2022-12-22,90.85,91.27,86.29,89.79,2085899.0,1671667200,0
2022-12-23,90.0,92.24,89.21,92.19,1292660.0,1671753600,0
2022-12-27,92.42,92.42,88.84,91.15,1188363.0,1672099200,0
2022-12-28,93.55,96.62,92.43,96.24,3369646.0,1672185600,0
2022-12-29,97.24,102.73,95.89,100.64,2894946.0,1672272000,0
